PlayerName;Pos;Team;TacklesTot;TacklesAst;TacklesSck;TacklesTfl;TurnoverInt;TurnoverFrcFum;TurnoverFumRec;ScoreIntTd;ScoreFumTd;ScoreBlkTd;ScoreSaf;ScoreDef2ptRet;Blk;PDef;QBHit;ReturnIntYds;ReturnFumYds;TotalPoints;Rank
Jordan Poyer;DB;BUF;71;36;1;4;2;3;3;-;-;-;-;-;-;3;1;-;-;116.50;1
Tracy Walker;DB;DET;82;21;-;6;1;1;-;-;-;-;-;-;-;8;-;-;-;113.50;2
Marlon Humphrey;DB;BAL;53;12;-;4;3;2;3;-;2;-;-;-;1;14;1;14;91;113.00;3
Harrison Smith;DB;MIN;65;20;1;4;3;3;2;-;-;-;-;-;-;11;2;13;-;111.43;4
Antoine Bethea;DB;NYG;81;29;-;2;1;-;2;-;-;-;-;-;-;6;-;7;-;110.73;5
Taylor Rapp;DB;LA;62;38;-;3;2;-;1;1;-;-;-;-;-;8;1;54;-;107.80;6
Minkah Fitzpatrick;DB;PIT;44;25;-;1;5;2;3;1;1;-;-;-;-;9;1;130;79;106.47;7
Jessie Bates;DB;CIN;71;29;-;-;3;1;1;-;-;-;-;-;-;9;-;33;-;105.60;8
Justin Simmons;DB;DEN;65;28;-;2;4;-;-;-;-;-;-;-;-;15;-;30;-;104.00;9
Erik Harris;DB;LV;64;10;-;1;3;-;-;2;-;-;-;-;-;8;-;145;-;101.73;10
Tyrann Mathieu;DB;KC;63;12;2;3;4;-;-;-;-;-;-;-;-;12;2;70;-;100.83;11
Tre Flowers;DB;SEA;65;17;2;2;3;1;1;-;-;-;-;-;-;8;2;-;-;99.50;12
Marcus Peters;DB;BAL;40;13;-;1;5;-;1;3;-;-;-;-;-;14;-;210;-;99.00;13
Stephon Gilmore;DB;NE;44;9;-;-;6;-;1;2;-;-;-;-;-;20;-;126;-;98.70;14
Joe Haden;DB;PIT;59;6;-;3;5;1;1;-;-;-;-;-;-;17;-;20;3;98.27;15
Kevin Byard;DB;TEN;60;24;-;2;5;-;-;-;-;-;-;-;-;9;-;79;-;98.23;16
Kyle Fuller;DB;CHI;72;10;-;1;3;-;-;-;-;-;-;-;-;12;-;37;-;97.73;17
Kevin King;DB;GB;56;10;1;3;5;1;-;-;-;-;-;-;-;15;1;54;-;96.80;18
Tre'Davious White;DB;BUF;48;10;1;4;6;2;-;-;-;-;-;-;-;17;1;57;-;96.40;19
Jabrill Peppers;DB;NYG;51;25;-;5;1;3;-;1;-;-;-;-;-;5;2;32;-;92.07;20
Levi Wallace;DB;BUF;66;10;-;4;2;-;-;-;-;-;-;-;-;9;-;2;-;90.07;21
Byron Murphy;DB;ARI;66;12;-;3;1;-;-;-;-;-;-;-;-;10;-;-;-;88.50;22
Ricardo Allen;DB;ATL;54;31;-;4;2;-;-;-;-;-;-;-;-;8;-;29;-;88.47;23
Eric Rowe;DB;MIA;54;27;-;1;1;1;-;1;-;-;-;-;-;8;-;35;-;88.17;24
Jarrod Wilson;DB;JAX;57;22;-;6;2;1;-;-;-;-;-;-;-;4;2;4;-;88.13;25
Carlton Davis;DB;TB;54;6;-;3;1;1;1;-;-;-;-;-;-;19;-;-;6;86.70;26
Charvarius Ward;DB;KC;56;18;-;-;2;1;-;-;-;-;-;1;-;10;-;10;-;85.33;27
Janoris Jenkins;DB;NO;50;11;-;-;5;-;-;-;-;-;-;-;-;16;-;84;-;84.30;28
Chidobe Awuzie;DB;DAL;48;31;-;1;1;-;1;-;-;-;-;-;-;14;1;-;-;83.50;29
Jaire Alexander;DB;GB;50;8;-;2;2;1;1;-;-;-;-;-;-;17;-;37;-;83.23;30
Richard Sherman;DB;SF;48;13;-;2;3;-;-;1;-;-;-;-;-;11;-;65;-;82.67;31
Xavier Woods;DB;DAL;52;25;-;1;2;2;1;-;-;-;-;-;-;5;-;38;9;82.57;32
Ronnie Harrison;DB;JAX;44;27;2;2;2;-;1;-;-;-;-;-;-;9;1;66;-;82.20;33
Anthony Harris;DB;MIN;35;25;-;1;6;-;1;1;-;-;-;-;-;11;1;42;-;81.90;34
Jourdan Lewis;DB;DAL;38;13;4;4;2;-;1;-;1;-;-;-;-;6;4;20;63;81.27;35
Chuck Clark;DB;BAL;45;28;1;2;1;2;-;-;-;-;-;-;-;9;3;12;-;80.90;36
Tre Boston;DB;CAR;53;15;-;1;3;-;-;-;-;-;-;-;-;11;1;20;-;80.17;37
James Bradberry;DB;NYG;51;14;1;1;3;-;-;-;-;-;-;-;-;12;1;-;-;80.00;38
Trae Waynes;DB;CIN;56;2;-;4;1;2;1;-;-;-;-;-;-;8;-;-;20;79.67;39
Brian Poole;DB;NYJ;48;11;-;4;1;1;-;1;-;-;1;-;-;5;5;15;-;79.50;40
Jordan Whitehead;DB;TB;50;19;-;4;1;-;1;-;-;-;-;-;-;9;1;11;-;79.37;41
Kenny Moore;DB;IND;50;11;2.5;4;2;-;1;-;-;-;-;-;-;3;4;36;1;78.73;42
Eddie Jackson;DB;CHI;51;9;1;5;2;1;1;-;-;-;-;-;-;5;-;18;3;78.70;43
Rodney McLeod;DB;PHI;46;30;1;-;2;2;-;-;-;-;-;-;-;6;1;30;-;78.50;44
Marcus Williams;DB;NO;40;15;-;-;4;1;-;1;-;-;-;-;-;13;-;56;-;78.37;45
Devin McCourty;DB;NE;46;12;-;-;5;2;1;-;-;-;-;-;-;7;-;49;-;76.63;46
Justin Coleman;DB;DET;47;7;-;-;1;3;1;-;-;-;-;-;-;13;1;55;-;75.83;47
Vernon Hargreaves III;DB;HOU;52;9;-;1;1;-;1;1;-;-;-;-;-;6;-;15;2;74.57;48
Rashaan Melvin;DB;JAX;59;9;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;74.50;49
Xavier Rhodes;DB;IND;54;9;-;5;-;1;-;-;-;-;-;-;-;6;-;-;-;74.00;50
Tashaun Gipson;DB;CHI;37;14;-;2;3;-;-;1;-;-;-;-;-;8;3;105;-;72.00;51
Jimmie Ward;DB;SF;51;14;1;2;-;-;-;-;-;-;-;-;-;8;-;-;-;71.00;52
Darryl Roberts;DB;DET;58;5;-;1;1;-;-;-;-;-;-;-;-;6;1;13;-;70.93;53
Chauncey Gardner-Johnson;DB;NO;38;11;-;6;1;1;1;-;-;-;-;-;-;8;4;28;37;70.67;54
Bashaud Breeland;DB;KC;37;11;-;1;2;-;2;-;1;-;-;-;-;8;1;4;114;70.43;55
Nik Needham;DB;MIA;41;13;1;1;2;1;-;-;-;-;-;-;-;11;3;23;-;70.27;56
Denzel Ward;DB;CLE;38;6;-;1;2;-;1;1;-;-;-;-;1;11;1;61;6;70.23;57
Shaquill Griffin;DB;SEA;45;20;-;2;-;-;-;-;-;-;-;-;-;12;-;-;-;70.00;58
Rock Ya-Sin;DB;IND;54;8;-;2;1;-;1;-;-;-;-;-;-;5;-;-;-;70.00;59
A.J. Bouye;DB;DEN;50;15;-;1;1;-;-;-;-;-;-;-;-;8;-;25;-;69.83;60
Steven Nelson;DB;PIT;52;9;-;-;1;-;1;-;-;-;-;-;-;8;-;33;-;69.60;61
Isaiah Oliver;DB;ATL;50;12;-;-;-;1;-;-;-;-;-;-;-;11;1;-;-;69.50;62
Patrick Peterson;DB;ARI;46;7;1;3;2;1;-;-;-;-;-;-;-;7;1;-;-;69.50;63
Marshon Lattimore;DB;NO;46;11;-;1;1;-;-;-;-;-;-;-;-;14;-;-;-;69.00;64
Sean Murphy-Bunting;DB;TB;37;7;1;1;3;1;-;1;-;-;-;-;-;8;-;88;-;68.93;65
Juan Thornhill;DB;KC;42;16;-;-;3;-;-;1;-;-;-;-;-;5;-;46;-;68.53;66
Tre Herndon;DB;JAX;42;13;-;1;3;-;-;-;-;-;-;-;-;12;-;-;-;68.00;67
Marcus Maye;DB;NYJ;50;15;-;1;1;-;-;-;-;-;-;-;-;7;-;-;-;68.00;68
Khari Willis;DB;IND;53;18;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;66.50;69
K'Waun Williams;DB;SF;35;16;1;2;2;4;-;-;-;-;-;-;-;2;4;53;-;65.77;70
Deandre Baker;DB;NYG;48;13;-;2;-;-;-;-;-;-;-;-;-;8;-;-;-;65.50;71
T.J. Carrie;DB;IND;40;12;1;4;1;1;1;-;-;-;-;-;-;4;2;-;4;65.13;72
Desmond King;DB;LAC;40;11;2.5;4;-;1;2;-;-;-;-;-;-;2;4;-;13;64.93;73
Darnell Savage;DB;GB;42;13;-;1;2;2;-;-;-;-;-;-;-;5;1;37;-;64.73;74
Brandon Carr;DB;BAL;41;8;2;4;-;-;-;-;-;-;-;-;-;6;7;-;-;64.50;75
Earl Thomas;DB;BAL;32;17;2;2;2;1;1;-;-;-;-;-;-;4;6;38;6;63.97;76
Bradley Roby;DB;HOU;35;3;1;2;2;1;-;1;-;-;-;-;-;8;1;49;-;63.63;77
Pierre Desir;DB;NYJ;38;12;-;1;3;-;-;-;-;-;-;-;-;11;-;-;-;62.50;78
Darius Slay;DB;PHI;36;10;-;-;2;-;1;-;-;-;-;-;-;13;-;19;38;61.90;79
Chris Harris;DB;LAC;44;12;-;1;1;1;-;-;-;-;-;-;-;6;-;11;-;61.87;80
Daniel Sorensen;DB;KC;44;13;-;1;2;-;-;-;-;-;-;-;-;4;2;6;-;61.20;81
Avonte Maddox;DB;PHI;38;9;1;2;-;1;-;-;-;-;-;-;-;10;2;8;-;60.77;82
D.J. Hayden;DB;JAX;32;9;2;5;-;1;1;-;-;-;-;-;-;6;5;-;-;60.50;83
Jomal Wiltz;DB;MIA;40;19;-;2;1;-;-;-;-;-;-;-;-;6;-;-;-;60.50;84
Jalen Thompson;DB;ARI;45;12;-;-;1;-;1;-;-;-;-;-;-;3;1;18;24;59.90;85
Emmanuel Moseley;DB;SF;42;8;-;2;1;-;-;-;-;-;-;-;-;8;1;3;-;59.60;86
Jalen Ramsey;DB;LA;44;6;-;-;1;2;-;-;-;-;-;-;-;5;-;13;-;58.43;87
Gareon Conley;DB;HOU;36;14;-;-;1;-;-;-;-;-;-;-;-;13;-;3;-;58.10;88
Trayvon Mullen;DB;LV;42;8;-;-;1;-;-;-;-;-;-;-;-;10;-;-;-;58.00;89
Jonathan Jones;DB;NE;38;15;-;-;-;2;-;-;-;-;-;-;-;8;-;-;-;57.50;90
Karl Joseph;DB;CLE;38;11;-;4;1;-;1;-;-;-;-;-;-;3;2;-;-;57.50;91
Rayshawn Jenkins;DB;LAC;34;20;-;2;3;-;-;-;-;-;-;-;-;4;-;10;-;57.33;92
Taron Johnson;DB;BUF;39;11;1;2;-;1;-;-;-;-;-;-;-;5;1;-;-;57.00;93
Mike Hughes;DB;MIN;39;6;-;1;1;2;2;-;-;-;-;-;-;9;-;-;-;56.50;94
Donte Jackson;DB;CAR;32;8;-;1;3;-;2;-;-;-;-;-;-;8;-;25;-1;56.30;95
J.C. Jackson;DB;NE;29;7;-;-;5;-;-;-;-;-;-;-;1;10;1;39;-;56.30;96
Mike Edwards;DB;TB;33;12;1;3;-;-;2;-;-;-;-;-;-;6;1;-;-1;55.97;97
Andrew Adams;DB;TB;41;5;-;3;1;1;-;-;-;-;-;-;-;3;-;21;-;55.70;98
Buster Skrine;DB;CHI;39;9;-;1;-;2;-;-;-;-;-;-;-;5;2;-;-;55.00;99
Troy Hill;DB;LA;32;11;1;1;2;-;-;-;-;-;-;-;-;8;2;6;-;54.20;100
Ronald Darby;DB;WAS;34;3;-;1;2;-;-;-;-;-;-;-;-;11;-;29;-;52.97;101
Lamarcus Joyner;DB;LV;41;8;-;3;-;-;-;-;-;-;-;-;-;3;-;-;-;52.50;102
Malik Hooker;DB;IND;30;21;-;1;2;-;1;-;-;-;-;-;-;3;-;39;3;52.40;103
Maurice Canady;DB;DAL;37;9;-;1;1;1;-;-;-;-;-;-;-;5;-;3;-;52.10;104
P.J. Williams;DB;NO;34;10;1;3;1;-;-;-;-;-;-;-;-;4;1;-;-;52.00;105
Quinton Dunbar;DB;SEA;31;6;-;1;4;-;-;-;-;-;-;-;-;8;-;6;-;51.70;106
Malcolm Butler;DB;TEN;25;7;-;1;2;-;-;1;-;-;-;-;-;9;-;61;-;51.03;107
Kendall Fuller;DB;WAS;34;15;1;3;-;-;-;-;-;-;-;-;-;2;1;-;-;50.50;108
Adoree' Jackson;DB;TEN;39;6;-;3;-;-;-;-;-;-;-;-;-;6;-;-;-;50.50;109
Josh Norman;DB;BUF;33;7;1;1;1;1;-;-;-;-;-;-;-;6;-;2;-;50.07;110
Fabian Moreau;DB;WAS;33;11;-;-;3;-;-;-;-;-;-;-;-;5;-;16;-;50.03;111
Nickell Robey-Coleman;DB;PHI;32;4;-;3;-;2;-;-;-;-;-;-;-;7;-;-;12;49.90;112
Byron Jones;DB;MIA;37;9;-;-;-;1;-;-;-;-;-;-;-;6;-;-;-;49.50;113
Julian Love;DB;NYG;30;7;-;5;1;1;-;-;-;-;-;-;-;3;1;30;-;49.50;114
Juston Burris;DB;CAR;26;6;1;2;2;1;-;-;-;-;-;-;-;7;2;42;-;49.40;115
Michael Davis;DB;LAC;31;8;-;-;2;-;-;-;-;-;-;-;-;9;-;15;-;48.50;116
Grant Haley;DB;NYG;36;7;1;4;-;-;-;-;-;-;-;-;-;-;1;-;-;48.00;117
Greedy Williams;DB;CLE;37;10;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;47.00;118
Mackensie Alexander;DB;CIN;30;8;0.5;1;1;-;1;-;-;-;-;-;-;5;2;-;-;46.50;119
Kendall Sheffield;DB;ATL;33;13;-;-;-;1;-;-;-;-;-;-;1;3;-;-;-;46.50;120
Ahkello Witherspoon;DB;SF;24;4;-;1;1;-;-;1;-;-;-;-;-;9;-;25;-;45.33;121
Marcell Harris;DB;SF;23;17;-;-;-;3;1;-;-;-;-;-;-;5;1;-;3;45.10;122
Rasul Douglas;DB;PHI;24;11;-;3;-;-;-;-;-;-;-;-;-;10;1;-;-;44.50;123
Lonnie Johnson;DB;HOU;34;7;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;44.50;124
Jason McCourty;DB;NE;31;9;-;-;1;-;-;-;-;-;-;-;-;6;-;16;-;44.03;125
Jalen Mills;DB;PHI;29;12;-;-;1;-;-;-;-;-;-;-;-;7;-;-;-;44.00;126
D.J. Swearinger;DB;NO;32;17;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;44.00;127
Will Harris;DB;DET;30;13;1;1;-;-;-;-;-;-;-;-;-;3;1;-;-;43.50;128
Casey Hayward;DB;LAC;28;4;-;-;2;-;-;-;-;-;-;-;-;8;-;37;-;43.23;129
Roderic Teamer;DB;LAC;30;10;1;1;1;-;-;-;-;-;-;-;-;2;1;3;-;43.10;130
Isaac Yiadom;DB;DEN;32;11;-;1;-;-;-;-;-;-;-;-;-;4;-;-;-;43.00;131
Jimmy Moreland;DB;WAS;32;9;-;1;-;-;-;-;-;-;-;-;-;4;1;-;-;42.50;132
Brandon Facyson;DB;LAC;30;11;-;2;-;-;1;-;-;-;-;-;-;1;-;-;-;41.50;133
Jimmy Smith;DB;BAL;28;2;1;1;1;-;-;-;-;-;-;-;-;6;1;7;-;41.23;134
Jamel Dean;DB;TB;16;5;-;1;2;-;-;-;-;-;-;-;-;17;-;31;-;40.03;135
George Odum;DB;IND;30;7;-;-;-;2;1;-;-;-;-;-;-;-;1;-;-;40.00;136
Kevin Johnson;DB;CLE;25;11;1;1;-;-;-;-;-;-;-;-;-;5;1;-;-;39.50;137
Chandon Sullivan;DB;GB;27;3;-;-;1;1;-;-;-;-;-;-;-;6;1;7;-;39.23;138
William Jackson;DB;CIN;26;11;-;1;1;-;-;-;-;-;-;-;-;3;-;19;-;38.63;139
Siran Neal;DB;BUF;28;8;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;37.00;140
Sheldrick Redwine;DB;CLE;28;14;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;37.00;141
Davontae Harris;DB;DEN;30;5;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;35.50;142
Sidney Jones;DB;PHI;19;4;-;1;2;-;-;-;-;-;-;-;-;8;-;4;-;34.63;143
